Time [s],BHP [Pa],Total rate [kg/s],Total surface Volumetric rate [sm3/s],Phase0 surface volumetric rate [sm3/s],Phase1 surface volumetric rate [sm3/s],Phase2 surface volumetric rate [sm3/s]
3.93522e+07,1.93536e+06,3.98158e+07,15.9248,0.015837,0,0,0.015837
4.12876e+07,3.87072e+06,3.98501e+07,15.9248,0.015837,0,0,0.015837
4.51583e+07,3.87072e+06,3.97633e+07,15.7048,0.0156182,0,0,0.0156182
4.9029e+07,5.616e+06,3.97043e+07,15.7331,0.0156464,0,0,0.0156464
5.4645e+07,5.616e+06,3.96221e+07,15.7139,0.0156272,0,0,0.0156272
6.0261e+07,2.8542e+06,3.95654e+07,15.6982,0.0156116,0,0,0.0156116
6.31152e+07,5.616e+06,3.94835e+07,15.6982,0.0156116,0,0,0.0156116
6.87312e+07,5.616e+06,3.93699e+07,15.6913,0.0156048,0,0,0.0156048
7.43472e+07,5.616e+06,3.92304e+07,15.7064,0.0156198,0,0,0.0156198
7.99632e+07,2.808e+06,3.91445e+07,15.7446,0.0156578,0,0,0.0156578
8.27712e+07,2.808e+06,3.90601e+07,15.8089,0.0157218,0,0,0.0157218
8.55792e+07,2.808e+06,3.89744e+07,15.8881,0.0158005,0,0,0.0158005
8.83872e+07,2.808e+06,3.8863e+07,15.8881,0.0158005,0,0,0.0158005
9.11952e+07,1.404e+06,3.88323e+07,15.9625,0.0158745,0,0,0.0158745
9.25992e+07,1.404e+06,3.87847e+07,15.9196,0.0158319,0,0,0.0158319
9.40032e+07,1.404e+06,3.87521e+07,15.9196,0.0158319,0,0,0.0158319
9.54072e+07,1.404e+06,3.87266e+07,15.9128,0.0158251,0,0,0.0158251
9.68112e+07,1.404e+06,3.87085e+07,15.9128,0.0158251,0,0,0.0158251
9.82152e+07,1.404e+06,3.86927e+07,15.9128,0.0158251,0,0,0.0158251
9.96192e+07,1.404e+06,3.86554e+07,15.8591,0.0157716,0,0,0.0157716
1.01023e+08,1.404e+06,3.86225e+07,15.8591,0.0157716,0,0,0.0157716
1.02427e+08,1.404e+06,3.85849e+07,15.8591,0.0157716,0,0,0.0157716
1.03831e+08,1.404e+06,3.85441e+07,15.8228,0.0157355,0,0,0.0157355
1.05235e+08,1.404e+06,3.8518e+07,15.8228,0.0157355,0,0,0.0157355
1.06639e+08,1.404e+06,3.84952e+07,15.8228,0.0157355,0,0,0.0157355
1.08043e+08,2.808e+06,3.84207e+07,15.7316,0.0156449,0,0,0.0156449
1.10851e+08,2.808e+06,3.83509e+07,15.7316,0.0156449,0,0,0.0156449
1.13659e+08,1.404e+06,3.82922e+07,15.6758,0.0155894,0,0,0.0155894
1.15063e+08,1.404e+06,3.82468e+07,15.6758,0.0155894,0,0,0.0155894
1.16467e+08,1.404e+06,3.81968e+07,15.6285,0.0155423,0,0,0.0155423
1.17871e+08,1.404e+06,3.81633e+07,15.6285,0.0155423,0,0,0.0155423
1.19275e+08,1.404e+06,3.81318e+07,15.6285,0.0155423,0,0,0.0155423
1.20679e+08,1.404e+06,3.80914e+07,15.5649,0.0154791,0,0,0.0154791
1.22083e+08,1.404e+06,3.80712e+07,15.5649,0.0154791,0,0,0.0154791
1.23487e+08,1.404e+06,3.8045e+07,15.5163,0.0154308,0,0,0.0154308
1.24891e+08,1.3392e+06,3.80335e+07,15.5163,0.0154308,0,0,0.0154308
1.2623e+08,1.3392e+06,3.80233e+07,15.5163,0.0154308,0,0,0.0154308
1.2757e+08,2.6784e+06,3.80147e+07,15.497,0.0154115,0,0,0.0154115
1.30248e+08,5.3568e+06,3.79973e+07,15.497,0.0154115,0,0,0.0154115
1.35605e+08,5.3568e+06,3.77721e+07,14.7055,0.0146244,0,0,0.0146244
1.40962e+08,5.3568e+06,3.75928e+07,14.1246,0.0140467,0,0,0.0140467
1.46318e+08,5.616e+06,3.74293e+07,13.6263,0.0135512,0,0,0.0135512
1.51934e+08,5.616e+06,3.72845e+07,13.2155,0.0131427,0,0,0.0131427
1.5755e+08,237600,3.71641e+07,12.6939,0.0126239,0,0,0.0126239
1.57788e+08,237600,3.71117e+07,12.5323,0.0124632,0,0,0.0124632
1.58026e+08,475200,3.70857e+07,12.5323,0.0124632,0,0,0.0124632
